Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Test_Used,F_Statistic,P_Value,Effect_Size,Decision,Pooling_Recommendation
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,74.65762159890744,4.2902749991370926e-16,0.6274,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,85.81331032651978,1.7360774818193393e-18,0.7211,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,66.21496557310654,2.757004070700575e-14,0.5564,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,69.11174666932823,6.61368955396373e-15,0.5808,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,70.75435342469412,2.942503207332244e-15,0.5946,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,16.231269841269764,0.0010166572532669894,0.1364,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,74.58799036910206,4.440255510437349e-16,0.6268,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,84.48016528925616,3.3553289527236432e-18,0.7099,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,78.46045370359298,6.564890569078303e-17,0.6593,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,81.62549600160983,1.3750795108404334e-17,0.6859,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,73.15081921335168,9.023413462406423e-16,0.6147,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,80.65351733703186,2.222546737856555e-17,0.6778,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,59.496440677966135,7.530458209287719e-13,0.5,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,55.55310917874399,5.232468100853534e-12,0.4668,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,58.12268518518519,1.4798587832318377e-12,0.4884,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,65.0620168374355,4.865124555779997e-14,0.5467,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,50.85898367465368,5.2424756509573906e-11,0.4274,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,56.361840804971955,3.51661290414317e-12,0.4736,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,49.34156384549004,1.1033433098595603e-10,0.4146,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,21.177554957534767,9.670526078545968e-05,0.178,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,77.66019930793168,9.746065524415668e-17,0.6526,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,87.90304735876589,6.178695014828729e-19,0.7387,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,84.73996033693166,2.9510247286682603e-18,0.7121,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,78.9262212408679,5.216042482088148e-17,0.6632,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,74.56050266746014,4.500894838382296e-16,0.6266,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,83.0487033006892,6.806874829300522e-18,0.6979,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Balanced,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,24.903181029496793,1.6177196382217292e-05,0.2093,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,39.98694926896284,1.0723177856850557e-08,0.336,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,23.724627980206918,2.851477208430289e-05,0.1994,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,51.5440460289879,3.7460631016756063e-11,0.4331,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,39.353271751470686,1.4608951228853482e-08,0.3307,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,39.23667071510068,1.5464105977157006e-08,0.3297,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,11.881983062650288,0.0077985669673067545,0.0998,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,2.176581196581133,0.5365758633920377,0.0183,Fail to Reject H0 (Models Equivalent),Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,63.22656991344318,1.2012337360386892e-13,0.5313,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,74.98855691056905,3.6438388824737023e-16,0.6302,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,79.96994312448402,3.115181027099581e-17,0.672,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,86.55953039246145,1.2005145035221608e-18,0.7274,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,81.93198903949556,1.1818662112642228e-17,0.6885,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,90.13507433349537,2.0490133831324484e-19,0.7574,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,57.98888888888888,1.5804826742908116e-12,0.4873,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,53.47503962049841,1.4519889343281651e-11,0.4494,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,51.501791668425206,3.824537847132235e-11,0.4328,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,53.41917878645308,1.492362850290056e-11,0.4489,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,49.050791716414786,1.2723799966631345e-10,0.4122,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,30.226127578813156,1.2368751596033758e-06,0.254,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,22.328567601666084,5.5727441961152046e-05,0.1876,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,23.46337468982629,3.2327908536889666e-05,0.1972,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,61.18248862802638,3.2853149500470846e-13,0.5141,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,83.63341223584406,5.098800320595677e-18,0.7028,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,80.45951591722492,2.4460613833839044e-17,0.6761,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,86.29281649527289,1.3697095024488345e-18,0.7251,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,78.35905344536285,6.901958813234332e-17,0.6585,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,91.39433352111169,1.0991287548125076e-19,0.768,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,34.715693882141224,1.398927829551004e-07,0.2917,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,67.7672902233143,1.2830466911939072e-14,0.5695,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,56.92021297970661,2.6726642196822526e-12,0.4783,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,69.35121496333707,5.877250695899738e-15,0.5828,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,54.6801649615354,8.034211026527335e-12,0.4595,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,52.67946475059874,2.1457619614741284e-11,0.4427,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,54.70111132966164,7.951976153625911e-12,0.4597,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,1.735779145825323,0.6290087867047343,0.0146,Fail to Reject H0 (Models Equivalent),Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,77.50669345930574,1.0513412934340866e-16,0.6513,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,90.78669906930871,1.48448904117173e-19,0.7629,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,76.50823630112852,1.7211188261467114e-16,0.6429,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,83.87047754100378,4.535136882189173e-18,0.7048,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,75.64553347194875,2.6347794234394287e-16,0.6357,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,85.3603632387779,2.171711203623827e-18,0.7173,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,22.659636765952563,4.754690916714566e-05,0.1904,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,53.218253559787236,1.6470833899471444e-11,0.4472,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,56.021538461538405,4.156709689106618e-12,0.4708,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,57.95591458805743,1.6063144325038709e-12,0.487,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,37.74416597048174,3.201871069622049e-08,0.3172,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,43.131498017613445,2.3077657967942174e-09,0.3624,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,35.70027785560845,8.664624962767163e-08,0.3,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,35.83572084481186,8.11182267850057e-08,0.3011,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,67.34080581182867,1.5831437828905322e-14,0.5659,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,87.78168385287023,6.560804630093956e-19,0.7377,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,78.43775219853823,6.638894487927756e-17,0.6591,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,76.05510409592277,2.1525334569912237e-16,0.6391,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,72.96358727501045,9.896597144729753e-16,0.6131,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Status_Score,Kruskal-Wallis,76.5489478932165,1.6868755989669174e-16,0.6433,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,Singapore,Neutral,Senior-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,45.142521367521326,8.629358137569108e-10,0.3793,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,57.74086956521738,1.7854444073691092e-12,0.4852,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Competence_Score,Kruskal-Wallis,28.372975146198844,3.0328305697334977e-06,0.2384,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Fit_Score,Kruskal-Wallis,55.96133688138134,4.281507901138527e-12,0.4703,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Performance_Score,Kruskal-Wallis,53.360059242834,1.5363146131273033e-11,0.4484,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,54.21166368555077,1.011285039725085e-11,0.4556,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Status_Score,Kruskal-Wallis,20.7644394469432,0.00011782523459194479,0.1745,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,13.34312831121926,0.003950382769179625,0.1121,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,63.56766368806523,1.0155306620208658e-13,0.5342,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,80.85587136027804,2.011135856789913e-17,0.6795,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,85.99358537693016,1.5880651604044585e-18,0.7226,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,86.17307820566903,1.4532306552838933e-18,0.7241,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,91.07850308818115,1.2849746033313089e-19,0.7654,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Status_Score,Kruskal-Wallis,97.77634607611634,4.6727084016194904e-21,0.8216,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,78.39268501901238,6.788287817493866e-17,0.6588,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Hireability_Score,Kruskal-Wallis,54.20423232919544,1.0149825001157824e-11,0.4555,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Competence_Score,Kruskal-Wallis,51.396950710108634,4.0264162467548316e-11,0.4319,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Fit_Score,Kruskal-Wallis,55.980291552987715,4.24181609802425e-12,0.4704,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Performance_Score,Kruskal-Wallis,47.45238063465057,2.784803529546978e-10,0.3988,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,42.498793068368215,3.1442221984279375e-09,0.3571,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Status_Score,Kruskal-Wallis,29.473863928113,1.7804897146070745e-06,0.2477,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,China,Warmth_Score,Kruskal-Wallis,11.417186827378352,0.009671208527150924,0.0959,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,60.00286953321589,5.869938787674749e-13,0.5042,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Competence_Score,Kruskal-Wallis,80.32310589983017,2.6165485111340137e-17,0.675,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Fit_Score,Kruskal-Wallis,82.91359516576743,7.27680600252753e-18,0.6968,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Performance_Score,Kruskal-Wallis,88.46023451099667,4.690801699955843e-19,0.7434,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,88.88399037225129,3.8040370307682244e-19,0.7469,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Status_Score,Kruskal-Wallis,95.22521149649442,1.651638655800552e-20,0.8002,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Entry-Level,Communal,USA,Warmth_Score,Kruskal-Wallis,44.96195975503063,9.426553588929558e-10,0.3778,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Hireability_Score,Kruskal-Wallis,73.65131354587989,7.049068972034974e-16,0.6189,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Competence_Score,Kruskal-Wallis,70.5814631302827,3.204370859111474e-15,0.5931,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Fit_Score,Kruskal-Wallis,87.07404859746293,9.308923370069616e-19,0.7317,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Performance_Score,Kruskal-Wallis,63.80791283935924,9.022318563340272e-14,0.5362,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Leadership_Avg,Kruskal-Wallis,59.808665987317,6.458367988913169e-13,0.5026,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Status_Score,Kruskal-Wallis,68.79478473551487,7.732159494361984e-15,0.5781,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,China,Warmth_Score,Kruskal-Wallis,10.740417940876561,0.013215627428346784,0.0903,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Hireability_Score,Kruskal-Wallis,73.72257693082317,6.805525057028593e-16,0.6195,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Competence_Score,Kruskal-Wallis,85.11535591853192,2.451290162577001e-18,0.7153,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Fit_Score,Kruskal-Wallis,77.43586830392155,1.088753659628369e-16,0.6507,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Performance_Score,Kruskal-Wallis,79.9704571867904,3.1143901999021987e-17,0.672,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,Kruskal-Wallis,71.84699360710638,1.7166874065874841e-15,0.6038,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Status_Score,Kruskal-Wallis,82.81236692333445,7.650029998713817e-18,0.6959,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Agentic,USA,Warmth_Score,Kruskal-Wallis,43.58062678062683,1.8527503534375485e-09,0.3662,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Hireability_Score,Kruskal-Wallis,65.17566951870388,4.600260768304621e-14,0.5477,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Competence_Score,Kruskal-Wallis,46.200491803278695,5.141223402093811e-10,0.3882,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Fit_Score,Kruskal-Wallis,67.05586458855518,1.8217972523362632e-14,0.5635,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Performance_Score,Kruskal-Wallis,57.12842818679785,2.4126675047269873e-12,0.4801,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Leadership_Avg,Kruskal-Wallis,59.62122536258826,7.08215047452477e-13,0.501,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Status_Score,Kruskal-Wallis,48.6401721513672,1.5560616424155347e-10,0.4087,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,China,Warmth_Score,Kruskal-Wallis,10.153327541268425,0.017306766230727837,0.0853,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Hireability_Score,Kruskal-Wallis,73.88218410312358,6.290146383507834e-16,0.6209,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Competence_Score,Kruskal-Wallis,84.75071403692094,2.935382081660933e-18,0.7122,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Fit_Score,Kruskal-Wallis,86.74525735860689,1.0951972615120453e-18,0.729,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Performance_Score,Kruskal-Wallis,76.80442816855631,1.487002038639544e-16,0.6454,Reject H0 (Models Differ),Do Not Pool
standard,Project Management / Programme Management,USA,Balanced,Senior-Level,Communal,USA,Leadership_Avg,Kruskal-Wallis,71.8677961634395,1.6991635629967096e-15,0.6039,Reject H0 (Models Differ),Do Not Pool
