Prompt_Version,Industry,JD_Region,JD_framing,Seniority_level,CV_framing,Model_Origin,Metric,Provider,Mean,Std_Dev,Sample_Size
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Leadership_Avg,deepseek,1.9813,0.5029,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Leadership_Avg,minimax,2.4447,0.4743,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Leadership_Avg,qwen,2.3457,0.3874,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Leadership_Avg,tencent,2.3667,0.4901,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Status_Score,deepseek,2.4,0.6215,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Status_Score,minimax,2.5667,0.5683,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Status_Score,qwen,2.5333,0.5074,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Status_Score,tencent,2.7333,0.4498,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Warmth_Score,deepseek,2.9667,0.6149,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Warmth_Score,minimax,3.0,0.2626,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Warmth_Score,qwen,3.0333,0.1826,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,China,Warmth_Score,tencent,3.1667,0.379,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Hireability_Score,mistral,4.3667,0.8087,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Competence_Score,mistral,3.4667,0.5713,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Fit_Score,mistral,5.1,0.9595,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Performance_Score,mistral,4.8667,0.9371,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Leadership_Avg,mistral,3.411,0.5983,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Status_Score,mistral,3.9333,0.6397,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,EU,Warmth_Score,mistral,3.1667,0.379,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Hireability_Score,sealion,4.1333,0.6288,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Competence_Score,sealion,3.1333,0.3457,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Fit_Score,sealion,5.0667,0.9072,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Performance_Score,sealion,4.2,0.7611,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Leadership_Avg,sealion,2.1787,0.3014,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Status_Score,sealion,3.1333,0.6288,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,SEA,Warmth_Score,sealion,3.1333,0.3457,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Hireability_Score,anthropic,3.8333,0.8339,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Hireability_Score,google,4.5,1.0086,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Hireability_Score,openai,4.4,0.6747,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Hireability_Score,openrouter,4.9667,0.6149,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Competence_Score,anthropic,2.6,0.4983,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Competence_Score,google,3.6333,0.4901,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Competence_Score,openai,3.4333,0.5683,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Competence_Score,openrouter,3.9667,0.1826,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Fit_Score,anthropic,3.8,0.8867,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Fit_Score,google,4.8,1.1567,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Fit_Score,openai,4.4,0.6747,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Fit_Score,openrouter,5.8333,0.7466,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Performance_Score,anthropic,3.7667,0.8976,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Performance_Score,google,4.6,1.0372,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Performance_Score,openai,4.4,0.6747,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Performance_Score,openrouter,5.7667,0.7739,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Leadership_Avg,anthropic,2.0667,0.2537,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Leadership_Avg,google,2.3233,0.546,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Leadership_Avg,openai,2.6103,0.4389,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Leadership_Avg,openrouter,3.6917,0.5033,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Status_Score,anthropic,2.6333,0.5561,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Status_Score,google,3.3667,0.7184,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Status_Score,openai,2.9,0.3051,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Status_Score,openrouter,4.8,0.6103,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Warmth_Score,anthropic,2.7,0.4661,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Warmth_Score,google,3.2,0.4068,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Warmth_Score,openai,3.4667,0.5074,30
standard,Sales / Business Development,China,Balanced,Entry-Level,Communal,USA,Warmth_Score,openrouter,3.1333,0.3457,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Hireability_Score,deepseek,2.6667,0.7112,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Hireability_Score,minimax,2.3,0.4661,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Hireability_Score,qwen,3.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Hireability_Score,tencent,3.8667,0.6288,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Competence_Score,deepseek,2.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Competence_Score,minimax,2.1667,0.379,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Competence_Score,qwen,2.9,0.3051,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Competence_Score,tencent,2.9333,0.3651,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Fit_Score,deepseek,2.9667,0.9279,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Fit_Score,minimax,2.3333,0.4795,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Fit_Score,qwen,3.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Fit_Score,tencent,3.8667,0.6288,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Performance_Score,deepseek,2.9667,0.9279,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Performance_Score,minimax,2.3667,0.4901,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Performance_Score,qwen,3.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Performance_Score,tencent,3.8667,0.6288,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Leadership_Avg,deepseek,1.7357,0.581,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Leadership_Avg,minimax,2.1,0.279,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Leadership_Avg,qwen,2.4667,0.5074,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Leadership_Avg,tencent,2.689,0.4626,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Status_Score,deepseek,2.2333,0.8584,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Status_Score,minimax,2.2333,0.4302,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Status_Score,qwen,2.9667,0.1826,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Status_Score,tencent,2.7667,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Warmth_Score,deepseek,2.8,0.6103,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Warmth_Score,minimax,2.9333,0.2537,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Warmth_Score,qwen,2.9333,0.2537,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,China,Warmth_Score,tencent,3.0,0.0,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Hireability_Score,mistral,4.3333,0.6065,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Competence_Score,mistral,3.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Fit_Score,mistral,5.2333,0.6261,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Performance_Score,mistral,4.9667,0.6149,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Leadership_Avg,mistral,3.3667,0.5561,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Status_Score,mistral,4.1333,0.5713,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,EU,Warmth_Score,mistral,2.8333,0.379,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Hireability_Score,sealion,4.1667,0.5921,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Competence_Score,sealion,3.2667,0.4498,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Fit_Score,sealion,5.1667,0.5921,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Performance_Score,sealion,4.4667,0.7303,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Leadership_Avg,sealion,2.356,0.5029,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Status_Score,sealion,3.4,0.5632,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,SEA,Warmth_Score,sealion,3.0333,0.3198,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Hireability_Score,anthropic,3.8333,0.8743,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Hireability_Score,google,4.2667,1.0807,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Hireability_Score,openai,3.8667,0.5074,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Hireability_Score,openrouter,5.1,0.4026,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Competence_Score,anthropic,2.7,0.4661,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Competence_Score,google,3.6333,0.6149,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Competence_Score,openai,3.0,0.3714,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Competence_Score,openrouter,3.9667,0.1826,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Fit_Score,anthropic,3.8,0.8469,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Fit_Score,google,4.3667,1.1885,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Fit_Score,openai,3.8667,0.5074,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Fit_Score,openrouter,5.9333,0.2537,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Performance_Score,anthropic,3.7667,0.8584,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Performance_Score,google,4.4,1.1017,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Performance_Score,openai,3.8667,0.5074,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Performance_Score,openrouter,5.9,0.3051,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,anthropic,2.11,0.5486,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,google,2.3576,0.7509,29
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,openai,2.6883,0.4287,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Leadership_Avg,openrouter,4.425,0.5873,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Status_Score,anthropic,2.8,0.8867,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Status_Score,google,3.6,0.855,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Status_Score,openai,2.8667,0.5074,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Status_Score,openrouter,4.9,0.3051,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Warmth_Score,anthropic,2.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Warmth_Score,google,3.0,0.0,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Warmth_Score,openai,3.0667,0.2537,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Agentic,USA,Warmth_Score,openrouter,3.0333,0.3198,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Hireability_Score,deepseek,2.1,0.4026,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Hireability_Score,minimax,2.1667,0.379,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Hireability_Score,qwen,2.9333,0.6397,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Hireability_Score,tencent,3.4,0.724,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Competence_Score,deepseek,2.1,0.3051,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Competence_Score,minimax,2.0333,0.1826,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Competence_Score,qwen,2.6,0.4983,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Competence_Score,tencent,2.7333,0.4498,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Fit_Score,deepseek,2.3667,0.6149,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Fit_Score,minimax,2.1333,0.4342,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Fit_Score,qwen,2.9333,0.6397,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Fit_Score,tencent,3.4,0.724,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Performance_Score,deepseek,2.5,0.6297,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Performance_Score,minimax,2.1333,0.4342,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Performance_Score,qwen,2.9333,0.6397,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Performance_Score,tencent,3.4,0.724,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Leadership_Avg,deepseek,1.6,0.4667,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Leadership_Avg,minimax,2.1223,0.3216,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Leadership_Avg,qwen,2.1113,0.2951,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Leadership_Avg,tencent,2.3667,0.4901,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Status_Score,deepseek,1.7667,0.5683,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Status_Score,minimax,2.1333,0.3457,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Status_Score,qwen,2.6667,0.4795,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Status_Score,tencent,2.4333,0.504,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Warmth_Score,deepseek,2.9667,0.4138,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Warmth_Score,minimax,3.0,0.3714,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Warmth_Score,qwen,3.0333,0.1826,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,China,Warmth_Score,tencent,3.1,0.3051,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Hireability_Score,mistral,3.8,0.7144,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Competence_Score,mistral,3.1333,0.4342,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Fit_Score,mistral,4.5667,0.9714,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Performance_Score,mistral,4.5333,0.8996,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Leadership_Avg,mistral,2.9,0.6618,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Status_Score,mistral,3.6667,0.6609,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,EU,Warmth_Score,mistral,3.2333,0.4302,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Hireability_Score,sealion,3.5667,0.6789,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Competence_Score,sealion,3.0667,0.2537,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Fit_Score,sealion,4.5,0.9002,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Performance_Score,sealion,4.1,0.6618,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Leadership_Avg,sealion,2.089,0.2761,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Status_Score,sealion,3.0,0.4549,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,SEA,Warmth_Score,sealion,3.1,0.3051,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Hireability_Score,anthropic,3.2333,0.9353,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Hireability_Score,google,3.3667,0.9643,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Hireability_Score,openai,3.5333,0.5713,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Hireability_Score,openrouter,4.7667,0.6789,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Competence_Score,anthropic,2.4,0.4983,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Competence_Score,google,3.1,0.5477,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Competence_Score,openai,2.7333,0.4498,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Competence_Score,openrouter,3.8,0.4068,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Fit_Score,anthropic,3.2667,0.9444,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Fit_Score,google,3.3,1.2077,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Fit_Score,openai,3.5,0.6823,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Fit_Score,openrouter,5.5667,0.9714,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Performance_Score,anthropic,3.2,0.9613,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Performance_Score,google,3.5,1.0422,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Performance_Score,openai,3.5,0.6823,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Performance_Score,openrouter,5.5667,0.8172,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Leadership_Avg,anthropic,1.889,0.4579,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Leadership_Avg,google,1.7667,0.6789,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Leadership_Avg,openai,2.4217,0.446,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Leadership_Avg,openrouter,3.7467,0.748,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Status_Score,anthropic,2.4,0.724,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Status_Score,google,2.6667,0.8442,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Status_Score,openai,2.5333,0.5713,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Status_Score,openrouter,4.6,0.6747,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Warmth_Score,anthropic,2.8,0.4068,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Warmth_Score,google,3.1667,0.379,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Warmth_Score,openai,3.2667,0.4498,30
standard,Sales / Business Development,China,Balanced,Senior-Level,Communal,USA,Warmth_Score,openrouter,3.1,0.4026,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Hireability_Score,deepseek,3.9667,0.8503,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Hireability_Score,minimax,2.6,0.6215,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Hireability_Score,qwen,3.8333,0.5307,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Hireability_Score,tencent,4.4,0.6747,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Competence_Score,deepseek,3.0,0.6433,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Competence_Score,minimax,2.3,0.4661,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Competence_Score,qwen,2.9667,0.3198,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Competence_Score,tencent,3.3667,0.5561,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Fit_Score,deepseek,4.5,0.9738,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Fit_Score,minimax,2.8333,0.6477,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Fit_Score,qwen,3.8667,0.5074,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Fit_Score,tencent,4.3,0.6513,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Performance_Score,deepseek,4.3333,0.8442,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Performance_Score,minimax,2.7667,0.6261,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Performance_Score,qwen,3.8333,0.5307,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Performance_Score,tencent,4.3,0.6513,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Leadership_Avg,deepseek,2.458,0.7616,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Leadership_Avg,minimax,2.499,0.4992,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Leadership_Avg,qwen,2.7667,0.4302,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Leadership_Avg,tencent,2.4667,0.5074,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Status_Score,deepseek,2.9333,0.7397,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Status_Score,minimax,2.5333,0.5074,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Status_Score,qwen,2.8333,0.379,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Status_Score,tencent,2.9,0.3051,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Warmth_Score,deepseek,2.7667,0.504,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Warmth_Score,minimax,2.7667,0.4302,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Warmth_Score,qwen,2.8333,0.379,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,China,Warmth_Score,tencent,3.0333,0.1826,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Hireability_Score,mistral,4.8333,0.379,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Competence_Score,mistral,3.9,0.3051,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Fit_Score,mistral,5.7333,0.6397,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Performance_Score,mistral,5.5667,0.5683,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Leadership_Avg,mistral,3.811,0.3885,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Status_Score,mistral,4.6,0.4983,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,EU,Warmth_Score,mistral,2.9667,0.3198,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Hireability_Score,sealion,4.9333,0.4498,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Competence_Score,sealion,3.8333,0.379,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Fit_Score,sealion,5.8667,0.3457,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Performance_Score,sealion,5.6667,0.6609,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Leadership_Avg,sealion,2.7677,0.3404,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Status_Score,sealion,3.8667,0.3457,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,SEA,Warmth_Score,sealion,3.0667,0.2537,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Hireability_Score,anthropic,4.5667,0.8172,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Hireability_Score,google,5.4333,0.6789,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Hireability_Score,openai,4.9,0.3051,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Hireability_Score,openrouter,5.6,0.4983,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Competence_Score,anthropic,2.9333,0.4498,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Competence_Score,google,4.1,0.4026,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Competence_Score,openai,3.9,0.3051,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Competence_Score,openrouter,4.0333,0.1826,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Fit_Score,anthropic,4.6667,0.6609,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Fit_Score,google,5.7667,0.5683,30
standard,Sales / Business Development,China,Neutral,Entry-Level,Agentic,USA,Fit_Score,openai,4.9333,0.3651,30
